cc-pVQZ
BASIS:
H 1 10 3 1 1 1 1 1 1 1 1 1

s      82.6400000              0.0020060        
s      12.4100000              0.0153430        
s       2.8240000              0.0755790        

s       0.7977000              1.0000000        

s       0.2581000              1.0000000        

s       0.0898900              1.0000000        

p       2.2920000              1.0000000        

p       0.8380000              1.0000000        

p       0.2920000              1.0000000        

d       2.0620000              1.0000000        

d       0.6620000              1.0000000        

f       1.3970000              1.0000000        

He 2 10 4 1 1 1 1 1 1 1 1 1

s     528.5000000              0.0009400        
s      79.3100000              0.0072140        
s      18.0500000              0.0359750        
s       5.0850000              0.1277820        

s       1.6090000              1.0000000        

s       0.5363000              1.0000000        

s       0.1833000              1.0000000        

p       5.9940000              1.0000000        

p       1.7450000              1.0000000        

p       0.5600000              1.0000000        

d       4.2990000              1.0000000        

d       1.2230000              1.0000000        

f       2.6800000              1.0000000        

Li 3 15 9 9 1 1 1 3 1 1 1 1 1 1 1 1 1

s    6601.0000000              0.0001170        
s     989.7000000              0.0009110        
s     225.7000000              0.0047280        
s      64.2900000              0.0191970        
s      21.1800000              0.0630470        
s       7.7240000              0.1632080        
s       3.0030000              0.3148270        
s       1.2120000              0.3939360        
s       0.4930000              0.1969180        

s    6601.0000000             -0.0000180        
s     989.7000000             -0.0001420        
s     225.7000000             -0.0007410        
s      64.2900000             -0.0030200        
s      21.1800000             -0.0101230        
s       7.7240000             -0.0270940        
s       3.0030000             -0.0573590        
s       1.2120000             -0.0938950        
s       0.4930000             -0.1210910        

s       0.0951500              1.0000000        

s       0.0479100              1.0000000        

s       0.0222000              1.0000000        

p       6.2500000              0.0033880        
p       1.3700000              0.0193160        
p       0.3672000              0.0791040        

p       0.1192000              1.0000000        

p       0.0447400              1.0000000        

p       0.0179500              1.0000000        

d       0.3440000              1.0000000        

d       0.1530000              1.0000000        

d       0.0680000              1.0000000        

f       0.2460000              1.0000000        

f       0.1292000              1.0000000        

g       0.2380000              1.0000000        

Be 4 15 9 9 1 1 1 3 1 1 1 1 1 1 1 1 1

s   14630.0000000              0.0000920        
s    2191.0000000              0.0007130        
s     498.2000000              0.0037350        
s     140.9000000              0.0154680        
s      45.8600000              0.0528740        
s      16.4700000              0.1456940        
s       6.3190000              0.3026810        
s       2.5350000              0.4049360        
s       1.0350000              0.2223870        

s   14630.0000000             -0.0000170        
s    2191.0000000             -0.0001300        
s     498.2000000             -0.0006790        
s     140.9000000             -0.0028570        
s      45.8600000             -0.0098130        
s      16.4700000             -0.0286090        
s       6.3190000             -0.0637600        
s       2.5350000             -0.1172310        
s       1.0350000             -0.1212020        

s       0.2528000              1.0000000        

s       0.1052000              1.0000000        

s       0.0426100              1.0000000        

p      14.0300000              0.0040990        
p       3.1680000              0.0256260        
p       0.9024000              0.1037680        

p       0.3036000              1.0000000        

p       0.1130000              1.0000000        

p       0.0428600              1.0000000        

d       1.0720000              1.0000000        

d       0.4410000              1.0000000        

d       0.1811000              1.0000000        

f       0.4810000              1.0000000        

f       0.2550000              1.0000000        

g       0.4150000              1.0000000        

B 5 15 9 9 1 1 1 3 1 1 1 1 1 1 1 1 1

s   23870.0000000              0.0000880        
s    3575.0000000              0.0006870        
s     812.8000000              0.0036000        
s     229.7000000              0.0149490        
s      74.6900000              0.0514350        
s      26.8100000              0.1433020        
s      10.3200000              0.3009350        
s       4.1780000              0.4035260        
s       1.7270000              0.2253400        

s   23870.0000000             -0.0000180        
s    3575.0000000             -0.0001390        
s     812.8000000             -0.0007250        
s     229.7000000             -0.0030630        
s      74.6900000             -0.0105810        
s      26.8100000             -0.0313650        
s      10.3200000             -0.0710120        
s       4.1780000             -0.1321030        
s       1.7270000             -0.1230720        

s       0.4704000              1.0000000        

s       0.1896000              1.0000000        

s       0.0739400              1.0000000        

p      22.2600000              0.0050950        
p       5.0580000              0.0332060        
p       1.4870000              0.1323140        

p       0.5071000              1.0000000        

p       0.1812000              1.0000000        

p       0.0646300              1.0000000        

d       1.1100000              1.0000000        

d       0.4020000              1.0000000        

d       0.1450000              1.0000000        

f       0.8820000              1.0000000        

f       0.3110000              1.0000000        

g       0.6730000              1.0000000        

C 6 15 9 9 1 1 1 3 1 1 1 1 1 1 1 1 1

s   33980.0000000              0.0000910        
s    5089.0000000              0.0007040        
s    1157.0000000              0.0036930        
s     326.6000000              0.0153600        
s     106.1000000              0.0529290        
s      38.1100000              0.1470430        
s      14.7500000              0.3056310        
s       6.0350000              0.3993450        
s       2.5300000              0.2170510        

s   33980.0000000             -0.0000190        
s    5089.0000000             -0.0001510        
s    1157.0000000             -0.0007850        
s     326.6000000             -0.0033240        
s     106.1000000             -0.0115120        
s      38.1100000             -0.0341600        
s      14.7500000             -0.0771730        
s       6.0350000             -0.1414930        
s       2.5300000             -0.1180190        

s       0.7355000              1.0000000        

s       0.2905000              1.0000000        

s       0.1111000              1.0000000        

p      34.5100000              0.0053780        
p       7.9150000              0.0361320        
p       2.3680000              0.1424930        

p       0.8132000              1.0000000        

p       0.2890000              1.0000000        

p       0.1007000              1.0000000        

d       1.8480000              1.0000000        

d       0.6490000              1.0000000        

d       0.2280000              1.0000000        

f       1.4190000              1.0000000        

f       0.4850000              1.0000000        

g       1.0110000              1.0000000        

N 7 15 9 9 1 1 1 3 1 1 1 1 1 1 1 1 1

s   45840.0000000              0.0000920        
s    6868.0000000              0.0007170        
