25  -0.49434961600245365052E-02 -0.74731172835565686796E+02
50  -0.48664450555718731170E-02 -0.74730328406642072991E+02
100 -0.49142859941010740357E-02 -0.74730361716530438798E+02
150 -0.49150093952651562404E-02 -0.74730360184287405900E+02
200 -0.49153736467916903097E-02 -0.74730359525962796852E+02
250 -0.49155823950638765155E-02 -0.74730359368586945834E+02 
300 -0.49156717055403352859E-02 -0.74730359270978283348E+02 
350 -0.49157103910161953353E-02 -0.74730359550845150807E+02
400 -0.49157190826627462574E-02 -0.74730359226748333867E+02
