    0.00000000000000000000E+00    0.00000000000000000000E+00    0.51810799127057849400E+00
    0.31415926535897933936E-01    0.81412422353978763923E+00    0.18370244222795781841E+01
    0.62831853071795867871E-01    0.16910131816706424068E+01    0.37158065461731557555E+01
    0.94247779607693801807E-01    0.27116822777383742249E+01    0.59925331589647754527E+01
    0.12566370614359173574E+00    0.40060490628335498897E+01    0.89590149482595098362E+01
    0.15707963267948965580E+00    0.58254640993882667033E+01    0.13369777908346518913E+02
    0.18849555921538760361E+00    0.87653507681028788312E+01    0.21166604768515963286E+02
    0.21991148575128555143E+00    0.14721040649832481506E+02    0.27000371060504537724E+02
    0.25132741228718347148E+00    0.34900551844146377789E+02    0.37824113168762728776E+02
    0.28274333882308139154E+00    0.15799686768771363177E+03    0.15347175828689844934E+03
    0.31415926535897931160E+00    0.25883473458388017718E+02    0.11052330626008966874E+03
    0.34557519189487728717E+00    0.14414908694621590968E+02    0.42689924688646598838E+02
    0.37699111843077520723E+00    0.10062701454383065069E+02    0.23462802217957147377E+02
    0.40840704496667312728E+00    0.77315251364254873323E+01    0.17178327961908870236E+02
    0.43982297150257110285E+00    0.62537194911567528521E+01    0.13669373307554440800E+02
    0.47123889803846902291E+00    0.52156797959108276430E+01    0.11307029048880769651E+02
    0.50265482457436694297E+00    0.44333305175430677281E+01    0.95649505459841925870E+01
    0.53407075111026491854E+00    0.38119298440774622705E+01    0.81989657628685765900E+01
    0.56548667764616278308E+00    0.32973899582979164791E+01    0.70771219698946072896E+01
    0.59690260418206075865E+00    0.28562247535195126602E+01    0.61204755612091332750E+01
    0.62831853071795862320E+00    0.24662038489799735785E+01    0.52778101742416412279E+01
    0.65973445725385659877E+00    0.21115287574097321155E+01    0.45133190867420669434E+01
    0.69115038378975457434E+00    0.17801118228797996323E+01    0.37999067883661505896E+01
    0.72256631032565243888E+00    0.14618613763722754229E+01    0.31150625418001443023E+01
    0.75398223686155041445E+00    0.11473757430025026682E+01    0.24378177768222450972E+01
    0.78539816339744839002E+00    0.82674286476443525906E+00    0.17458632292170646050E+01
    0.81681408993334625457E+00    0.48802706775505705350E+00    0.10118331260705879515E+01
    0.84823001646924423014E+00    0.11485060142004482886E+00    0.19705969577797338710E+00
