    0.00000000000000000000E+00    0.00000000000000000000E+00    0.12024687376470235556E+01
    0.31415926535897933936E-01    0.19014782268172620849E+01    0.42050862867532607936E+01
    0.62831853071795867871E-01    0.38424230382185573518E+01    0.82473764874900172828E+01
    0.94247779607693801807E-01    0.58652266917399069612E+01    0.12587811776533978758E+02
    0.12566370614359173574E+00    0.80186219382469801076E+01    0.17218486843479027470E+02
    0.15707963267948965580E+00    0.10362208840616169425E+02    0.22267843159869865843E+02
    0.18849555921538760361E+00    0.12973105896141369442E+02    0.27908420405697803801E+02
    0.21991148575128555143E+00    0.15956507325208884041E+02    0.34378735787945103652E+02
    0.25132741228718347148E+00    0.19463870524674639739E+02    0.42028626347254878226E+02
    0.28274333882308139154E+00    0.23726562022177450473E+02    0.51408591733231197907E+02
    0.31415926535897931160E+00    0.29125107714483085886E+02    0.63476261414462051391E+02
    0.34557519189487728717E+00    0.36353892630908646311E+02    0.80324985897078363450E+02
    0.37699111843077520723E+00    0.46918967995736267085E+02    0.11041741317158999891E+03
    0.40840704496667312728E+00    0.65570012844865047441E+02    0.18072947283361136783E+03
    0.43982297150257110285E+00    0.16822333789928993042E+03    0.25656830263063642406E+03
    0.47123889803846902291E+00    0.78226174899723844192E+02    0.32513062420824604715E+03
    0.50265482457436694297E+00    0.18073844325200369099E+03    0.76126756526403926273E+03
    0.53407075111026491854E+00    0.11016525205655784703E+04    0.10299163046376238526E+04
    0.56548667764616278308E+00    0.31633982856200674405E+03    0.16816143393678950702E+03
    0.59690260418206075865E+00    0.14350844462506501031E+03    0.28405715806856642303E+03
    0.62831853071795862320E+00    0.94140085189737249038E+02    0.22237418756093322258E+03
    0.65973445725385659877E+00    0.70484145252965930695E+02    0.15837297008257880293E+03
    0.69115038378975457434E+00    0.56455197965647727187E+02    0.12398483506401024101E+03
    0.72256631032565243888E+00    0.47067225911822788476E+02    0.10226537627108851325E+03
    0.75398223686155041445E+00    0.40259895459857034439E+02    0.86948355910559030235E+02
    0.78539816339744839002E+00    0.35019856666870950335E+02    0.75340800386166449698E+02
