    0.00000000000000000000E+00    0.00000000000000000000E+00    0.15396415343839073842E+01
    0.31415926535897933936E-01    0.24275436777428636148E+01    0.54184504888072959616E+01
    0.62831853071795867871E-01    0.49688069366989280340E+01    0.10776513217941479539E+02
    0.94247779607693801807E-01    0.77575099038109716076E+01    0.16849815460385517696E+02
    0.12566370614359173574E+00    0.10972790945277342445E+02    0.23910769545700940597E+02
    0.15707963267948965580E+00    0.14886255253646291763E+02    0.32612972381911397690E+02
    0.18849555921538760361E+00    0.19957808951360028971E+02    0.44133399828098916373E+02
    0.21991148575128555143E+00    0.27063040453624516601E+02    0.60950989256619195089E+02
    0.25132741228718347148E+00    0.38140929460440773369E+02    0.90334780015957647947E+02
    0.28274333882308139154E+00    0.58570785850173081144E+02    0.17172900276164057232E+03
    0.31415926535897931160E+00    0.11104497008599045671E+03    0.42817158848841984309E+03
    0.34557519189487728717E+00    0.59545134476063208240E+03    0.55201151673540061893E+03
    0.37699111843077520723E+00    0.19444627266432283363E+03    0.63857652033907882583E+02
    0.40840704496667312728E+00    0.85850488137215791085E+02    0.17603504530930820238E+03
    0.43982297150257110285E+00    0.55539977220955194070E+02    0.13200859581917970331E+03
    0.47123889803846902291E+00    0.40987071398426429880E+02    0.92241266017831677004E+02
    0.50265482457436694297E+00    0.32170142920490462757E+02    0.70614927824860529881E+02
    0.53407075111026491854E+00    0.25948691819808622938E+02    0.56133813600710396940E+02
    0.56548667764616278308E+00    0.20867632896706858503E+02    0.44022533319221373915E+02
    0.59690260418206075865E+00    0.15714806713780477665E+02    0.24266236924692428545E+02
    0.62831853071795862320E+00    0.73506539675805653289E+01    0.39855754462441758790E+02
    0.65973445725385659877E+00    0.11688202655436451494E+03    0.94938583387672736080E+02
    0.69115038378975457434E+00    0.31653301250640755171E+02    0.14062929582813596951E+02
    0.72256631032565243888E+00    0.22113083053339359196E+02    0.40847344601441299972E+02
    0.75398223686155041445E+00    0.18341927719279201625E+02    0.40056383369112268156E+02
    0.78539816339744839002E+00    0.15987178578756807923E+02    0.34533449268221119155E+02
